location,commodity,acres,yield,price,unit,price_unit
06081,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",173,2.26,179.50,TONS / ACRE,$ / TON
06099,"OATS, NON-IRRIGATED",274,64.40,3.57,BU / ACRE,$ / BU
06097,"CORN, GRAIN, IRRIGATED",12,186.07,5.19,BU / ACRE,$ / BU
06095,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",3697,1.78,179.50,TONS / ACRE,$ / TON
06057,"BEANS, DRY EDIBLE, IRRIGATED",3,2600.00,0.549,LB / ACRE,$ / LB
41053,BARLEY,61,75.34,4.21,BU / ACRE,$ / BU
16045,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1955,2.30,171.63,TONS / ACRE,$ / TON
41063,OATS,780,113.50,3.40,BU / ACRE,$ / BU
16063,"CORN, GRAIN, IRRIGATED",3702,191.15,5.24,BU / ACRE,$ / BU
06057,"BEANS, DRY EDIBLE, IRRIGATED",3,1970.00,0.549,LB / ACRE,$ / LB
16053,POTATOES,8585,448.17,7.20,CWT / ACRE,$ / CWT
53025,POTATOES,45494,621.50,7.45,CWT / ACRE,$ / CWT
16045,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2535.00,0.326,LB / ACRE,$ / LB
41005,"CORN, GRAIN, IRRIGATED",3,139.14,5.30,BU / ACRE,$ / BU
16049,POTATOES,1,395.00,7.20,CWT / ACRE,$ / CWT
16053,"BEANS, DRY EDIBLE, IRRIGATED",9064,2315.00,0.326,LB / ACRE,$ / LB
06115,"CORN, SILAGE",954,29.71,5.190,TONS / ACRE,$ / TON
06077,"BEANS, DRY EDIBLE, NON-IRRIGATED",192,2124.75,0.549,LB / ACRE,$ / LB
06077,"BEANS, DRY EDIBLE, LIMA, IRRIGATED",3290,2400.00,0.549,LB / ACRE,$ / LB
06005,POTATOES,1,408.50,13.44,CWT / ACRE,$ / CWT
06097,"BEANS, DRY EDIBLE, LIMA, IRRIGATED",9,2500.00,0.549,LB / ACRE,$ / LB
41047,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",726,8.78,37.276,TONS / ACRE,$ / TON
41007,POTATOES,21,367.60,8.11,CWT / ACRE,$ / CWT
06067,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2632,1.34,179.50,TONS / ACRE,$ / TON
16085,"OATS, NON-IRRIGATED",0,62.84,2.80,BU / ACRE,$ / BU
16063,"HAYLAGE, ALFALFA, IRRIGATED",2746,8.77,34.876,TONS / ACRE,$ / TON
06097,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",1916,14.31,29.626,TONS / ACRE,$ / TON
06109,"BEANS, DRY EDIBLE, IRRIGATED",5,1970.00,0.549,LB / ACRE,$ / LB
06109,"BEANS, DRY EDIBLE, IRRIGATED",5,2600.00,0.549,LB / ACRE,$ / LB
53021,"BARLEY, NON-IRRIGATED",0,50.90,4.11,BU / ACRE,$ / BU
16031,"SUGARBEETS, IRRIGATED",15,34.75,48.40,TONS / ACRE,$ / TON
16053,"BARLEY, IRRIGATED",20457,126.53,5.33,BU / ACRE,$ / BU
16055,"BARLEY, IRRIGATED",519,82.04,5.33,BU / ACRE,$ / BU
41005,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",740,2.66,189.38,TONS / ACRE,$ / TON
41027,"HAYLAGE, ALFALFA, IRRIGATED",199,1.87,38.000,TONS / ACRE,$ / TON
16067,"WHEAT, WINTER, NON-IRRIGATED",0,25.29,6.29,BU / ACRE,$ / BU
53025,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",4019,2.44,190.25,TONS / ACRE,$ / TON
16087,"CORN, GRAIN, IRRIGATED",3500,191.15,5.24,BU / ACRE,$ / BU
53041,OATS,515,85.09,2.98,BU / ACRE,$ / BU
30053,"BARLEY, NON-IRRIGATED",30,15.14,5.28,BU / ACRE,$ / BU
53075,"BARLEY, IRRIGATED",146,91.26,4.11,BU / ACRE,$ / BU
16083,"WHEAT, WINTER, NON-IRRIGATED",674,29.23,6.29,BU / ACRE,$ / BU
30053,"BARLEY, IRRIGATED",78,21.87,5.28,BU / ACRE,$ / BU
30077,"HAY, ALFALFA, IRRIGATED",9277,3.30,110.50,TONS / ACRE,$ / TON
30099,"WHEAT, WINTER, NON-IRRIGATED",102354,37.66,6.39,BU / ACRE,$ / BU
53061,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",5079,2.25,190.25,TONS / ACRE,$ / TON
16057,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",15148,1.94,171.63,TONS / ACRE,$ / TON
16027,"SUGARBEETS, IRRIGATED",9427,34.75,48.40,TONS / ACRE,$ / TON
06019,"BEANS, DRY EDIBLE, IRRIGATED",5657,2074.00,0.549,LB / ACRE,$ / LB
16061,"WHEAT, WINTER",70636,61.08,6.29,BU / ACRE,$ / BU
41067,"HAYLAGE, ALFALFA",220,8.16,38.000,TONS / ACRE,$ / TON
06057,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2152.50,0.549,LB / ACRE,$ / LB
30053,POTATOES,2,335.40,11.71,CWT / ACRE,$ / CWT
41071,"CORN, GRAIN, NON-IRRIGATED",0,78.56,5.30,BU / ACRE,$ / BU
30001,"BARLEY, NON-IRRIGATED",1446,37.74,5.28,BU / ACRE,$ / BU
41035,"OATS, IRRIGATED",1013,107.98,3.40,BU / ACRE,$ / BU
53041,"WHEAT, WINTER",1263,69.59,6.49,BU / ACRE,$ / BU
06077,"CORN, GRAIN, NON-IRRIGATED",0,179.77,5.19,BU / ACRE,$ / BU
16047,"HAYLAGE, ALFALFA, NON-IRRIGATED",40,6.03,34.876,TONS / ACRE,$ / TON
41029,"HAYLAGE, (EXCL ALFALFA)",1280,2.92,37.276,TONS / ACRE,$ / TON
30047,"HAY, ALFALFA, NON-IRRIGATED",5657,1.52,110.50,TONS / ACRE,$ / TON
16061,"HAY, ALFALFA",4398,2.02,174.38,TONS / ACRE,$ / TON
53057,"BARLEY, NON-IRRIGATED",2495,75.12,4.11,BU / ACRE,$ / BU
06055,"CORN, GRAIN, IRRIGATED",4,186.07,5.19,BU / ACRE,$ / BU
41045,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",3070,1.64,189.38,TONS / ACRE,$ / TON
06099,"BEANS, DRY EDIBLE, LIMA, IRRIGATED",6476,2530.00,0.549,LB / ACRE,$ / LB
16063,"HAYLAGE, (EXCL ALFALFA)",157,2.73,27.300,TONS / ACRE,$ / TON
53061,"HAYLAGE, (EXCL ALFALFA)",5344,10.63,40.426,TONS / ACRE,$ / TON
06067,"CORN, GRAIN, NON-IRRIGATED",710,171.85,5.19,BU / ACRE,$ / BU
53021,"HAYLAGE, ALFALFA, NON-IRRIGATED",0,4.46,37.250,TONS / ACRE,$ / TON
53065,"HAYLAGE, (EXCL ALFALFA)",304,1.59,40.426,TONS / ACRE,$ / TON
16045,"CORN, SILAGE, NON-IRRIGATED",0,26.30,5.240,TONS / ACRE,$ / TON
16027,"HAYLAGE, ALFALFA, IRRIGATED",4502,6.44,34.876,TONS / ACRE,$ / TON
16045,"CORN, GRAIN, IRRIGATED",4148,191.15,5.24,BU / ACRE,$ / BU
53061,"HAY, ALFALFA",166,3.20,186.25,TONS / ACRE,$ / TON
16075,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2442.50,0.326,LB / ACRE,$ / LB
16073,"BARLEY, IRRIGATED",1248,106.87,5.33,BU / ACRE,$ / BU
06097,"HAY, ALFALFA",1424,4.98,189.00,TONS / ACRE,$ / TON
16047,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,2450.00,0.326,LB / ACRE,$ / LB
53033,"HAYLAGE, (EXCL ALFALFA)",2598,7.28,40.426,TONS / ACRE,$ / TON
16085,"HAY, ALFALFA, NON-IRRIGATED",253,0.86,174.38,TONS / ACRE,$ / TON
41045,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",0,4.28,37.276,TONS / ACRE,$ / TON
53075,"WHEAT, WINTER",307462,77.14,6.49,BU / ACRE,$ / BU
16009,"WHEAT, WINTER",25209,65.76,6.29,BU / ACRE,$ / BU
16047,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",0,2.77,27.300,TONS / ACRE,$ / TON
53065,"BARLEY, IRRIGATED",150,76.67,4.11,BU / ACRE,$ / BU
06091,"HAY, ALFALFA",1158,2.89,189.00,TONS / ACRE,$ / TON
41049,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",1528,4.15,189.38,TONS / ACRE,$ / TON
16083,"OATS, NON-IRRIGATED",0,58.66,2.80,BU / ACRE,$ / BU
16069,"BEANS, DRY EDIBLE",26708,1306.00,0.326,LB / ACRE,$ / LB
16015,"HAY, ALFALFA, NON-IRRIGATED",346,1.61,174.38,TONS / ACRE,$ / TON
53061,"CORN, SILAGE, NON-IRRIGATED",3502,22.43,5.380,TONS / ACRE,$ / TON
06019,"HAY, ALFALFA, NON-IRRIGATED",549,3.26,189.00,TONS / ACRE,$ / TON
06081,POTATOES,4,408.50,13.44,CWT / ACRE,$ / CWT
16067,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",351,3.42,171.63,TONS / ACRE,$ / TON
06033,POTATOES,5,408.50,13.44,CWT / ACRE,$ / CWT
41003,"SUGARBEETS, IRRIGATED",414,32.70,48.40,TONS / ACRE,$ / TON
06039,"HAYLAGE, ALFALFA",2148,4.34,37.800,TONS / ACRE,$ / TON
41019,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",493,4.48,37.276,TONS / ACRE,$ / TON
06077,"HAY, ALFALFA, NON-IRRIGATED",1790,2.99,189.00,TONS / ACRE,$ / TON
41043,"CORN, SILAGE, NON-IRRIGATED",1,16.55,5.300,TONS / ACRE,$ / TON
41039,"WHEAT, WINTER",7472,92.59,6.72,BU / ACRE,$ / BU
41049,"HAY, ALFALFA, NON-IRRIGATED",578,3.03,190.00,TONS / ACRE,$ / TON
16067,"SUGARBEETS, IRRIGATED",48251,34.75,48.40,TONS / ACRE,$ / TON
53041,"HAYLAGE, (EXCL ALFALFA)",8125,4.36,40.426,TONS / ACRE,$ / TON
16039,"CORN, GRAIN, NON-IRRIGATED",0,185.15,5.24,BU / ACRE,$ / BU
53047,"HAYLAGE, ALFALFA",440,4.40,37.250,TONS / ACRE,$ / TON
30089,"WHEAT, WINTER",280,24.26,6.39,BU / ACRE,$ / BU
16083,POTATOES,5493,465.20,7.20,CWT / ACRE,$ / CWT
41041,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",49,28.85,189.38,TONS / ACRE,$ / TON
53011,POTATOES,11,380.00,7.45,CWT / ACRE,$ / CWT
06019,"CORN, GRAIN, NON-IRRIGATED",0,165.83,5.19,BU / ACRE,$ / BU
53029,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",118,4.12,190.25,TONS / ACRE,$ / TON
06101,"WHEAT, WINTER, IRRIGATED",2594,98.31,5.77,BU / ACRE,$ / BU
06023,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",2309,2.20,179.50,TONS / ACRE,$ / TON
16059,"OATS, NON-IRRIGATED",24,30.25,2.80,BU / ACRE,$ / BU
41071,"HAYLAGE, (EXCL ALFALFA), NON-IRRIGATED",2851,5.40,37.276,TONS / ACRE,$ / TON
16063,"SUGARBEETS, IRRIGATED",5559,34.75,48.40,TONS / ACRE,$ / TON
16001,"BARLEY, NON-IRRIGATED",0,41.93,5.33,BU / ACRE,$ / BU
16027,"CORN, GRAIN, NON-IRRIGATED",0,190.97,5.24,BU / ACRE,$ / BU
53021,"BEANS, DRY EDIBLE, NON-IRRIGATED",0,1668.00,0.346,LB / ACRE,$ / LB
41015,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",165,3.30,189.38,TONS / ACRE,$ / TON
53021,"HAY, ALFALFA, IRRIGATED",54189,7.36,186.25,TONS / ACRE,$ / TON
16075,"WHEAT, WINTER",4341,102.38,6.29,BU / ACRE,$ / BU
16053,"WHEAT, WINTER",8801,114.00,6.29,BU / ACRE,$ / BU
53039,POTATOES,6,630.25,7.45,CWT / ACRE,$ / CWT
53001,POTATOES,25766,658.00,7.45,CWT / ACRE,$ / CWT
53033,POTATOES,23,380.00,7.45,CWT / ACRE,$ / CWT
53071,"BEANS, DRY EDIBLE, IRRIGATED",797,1682.50,0.346,LB / ACRE,$ / LB
41001,"HAYLAGE, ALFALFA, IRRIGATED",148,3.23,38.000,TONS / ACRE,$ / TON
53039,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",3445,0.76,190.25,TONS / ACRE,$ / TON
53053,POTATOES,13,380.00,7.45,CWT / ACRE,$ / CWT
16045,"BARLEY, NON-IRRIGATED",43,28.53,5.33,BU / ACRE,$ / BU
41045,"CORN, GRAIN, NON-IRRIGATED",411,83.44,5.30,BU / ACRE,$ / BU
53013,"HAYLAGE, (EXCL ALFALFA)",653,2.00,40.426,TONS / ACRE,$ / TON
53077,"WHEAT, WINTER, NON-IRRIGATED",1999,27.04,6.49,BU / ACRE,$ / BU
06101,"WHEAT, WINTER, NON-IRRIGATED",5928,67.25,5.77,BU / ACRE,$ / BU
30053,"HAYLAGE, ALFALFA",79,5.41,22.100,TONS / ACRE,$ / TON
30029,"BARLEY, NON-IRRIGATED",7823,56.73,5.28,BU / ACRE,$ / BU
06047,"HAYLAGE, (EXCL ALFALFA), IRRIGATED",26805,13.96,29.626,TONS / ACRE,$ / TON
16035,"HAYLAGE, (EXCL ALFALFA)",285,8.29,27.300,TONS / ACRE,$ / TON
16055,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",1885,1.99,171.63,TONS / ACRE,$ / TON
06049,"HAY, ALFALFA, NON-IRRIGATED",3325,1.93,189.00,TONS / ACRE,$ / TON
30081,"CORN, SILAGE, IRRIGATED",248,27.33,5.060,TONS / ACRE,$ / TON
16003,"WHEAT, WINTER",48,19.44,6.29,BU / ACRE,$ / BU
16049,BARLEY,13818,53.18,5.33,BU / ACRE,$ / BU
53007,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",55,1.95,190.25,TONS / ACRE,$ / TON
16001,"OATS, IRRIGATED",70,103.88,2.80,BU / ACRE,$ / BU
16049,"BEANS, DRY EDIBLE",861,1170.00,0.326,LB / ACRE,$ / LB
53033,"HAY, ALFALFA",303,0.51,186.25,TONS / ACRE,$ / TON
41059,POTATOES,14343,611.43,8.11,CWT / ACRE,$ / CWT
53047,"BARLEY, NON-IRRIGATED",1830,28.18,4.11,BU / ACRE,$ / BU
53011,"HAY, ALFALFA, IRRIGATED",50,7.91,186.25,TONS / ACRE,$ / TON
41067,"HAYLAGE, (EXCL ALFALFA)",719,4.91,37.276,TONS / ACRE,$ / TON
41045,"HAY, ALFALFA, NON-IRRIGATED",2972,2.78,190.00,TONS / ACRE,$ / TON
06093,"BARLEY, IRRIGATED",2640,89.84,5.09,BU / ACRE,$ / BU
16085,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",2336,1.35,171.63,TONS / ACRE,$ / TON
53025,BARLEY,1672,35.27,4.11,BU / ACRE,$ / BU
16023,"BARLEY, IRRIGATED",12318,97.38,5.33,BU / ACRE,$ / BU
41067,"WHEAT, WINTER, IRRIGATED",668,159.37,6.72,BU / ACRE,$ / BU
06021,OATS,1200,76.15,3.57,BU / ACRE,$ / BU
41031,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",5431,3.89,189.38,TONS / ACRE,$ / TON
16031,"WHEAT, WINTER, IRRIGATED",32912,114.10,6.29,BU / ACRE,$ / BU
53061,"HAYLAGE, ALFALFA",214,4.40,37.250,TONS / ACRE,$ / TON
41061,OATS,419,85.23,3.40,BU / ACRE,$ / BU
53003,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",1688,2.24,190.25,TONS / ACRE,$ / TON
53025,"CORN, GRAIN, NON-IRRIGATED",0,208.84,5.38,BU / ACRE,$ / BU
41043,"CORN, SILAGE, IRRIGATED",668,28.24,5.300,TONS / ACRE,$ / TON
06097,POTATOES,24,408.50,13.44,CWT / ACRE,$ / CWT
16083,"BARLEY, IRRIGATED",30486,122.86,5.33,BU / ACRE,$ / BU
30081,"HAYLAGE, (EXCL ALFALFA)",729,3.30,20.676,TONS / ACRE,$ / TON
30035,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",4016,1.07,109.38,TONS / ACRE,$ / TON
53047,"CORN, SILAGE, NON-IRRIGATED",0,17.92,5.380,TONS / ACRE,$ / TON
53011,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",4593,1.70,190.25,TONS / ACRE,$ / TON
06067,"HAYLAGE, (EXCL ALFALFA)",1926,6.88,29.626,TONS / ACRE,$ / TON
16039,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",807,2.29,171.63,TONS / ACRE,$ / TON
53043,"HAYLAGE, ALFALFA",464,6.30,37.250,TONS / ACRE,$ / TON
30073,"WHEAT, WINTER, IRRIGATED",2606,66.76,6.39,BU / ACRE,$ / BU
41053,"CORN, SILAGE, NON-IRRIGATED",250,15.03,5.300,TONS / ACRE,$ / TON
16025,"HAY, ALFALFA, NON-IRRIGATED",39374,0.87,174.38,TONS / ACRE,$ / TON
41039,OATS,291,82.80,3.40,BU / ACRE,$ / BU
16001,"SUGARBEETS, IRRIGATED",1930,34.75,48.40,TONS / ACRE,$ / TON
16017,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",403,1.78,171.63,TONS / ACRE,$ / TON
06047,"OATS, IRRIGATED",5033,107.50,3.57,BU / ACRE,$ / BU
16035,"WHEAT, WINTER",6759,58.05,6.29,BU / ACRE,$ / BU
16057,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED",27,2.59,171.63,TONS / ACRE,$ / TON
30001,"BARLEY, IRRIGATED",5958,76.30,5.28,BU / ACRE,$ / BU
41001,"CORN, SILAGE, IRRIGATED",870,21.59,5.300,TONS / ACRE,$ / TON
41059,"HAY, ALFALFA, IRRIGATED",27075,5.51,190.00,TONS / ACRE,$ / TON
06047,POTATOES,2,408.50,13.44,CWT / ACRE,$ / CWT
30053,"HAY, ALFALFA, IRRIGATED",1179,2.18,110.50,TONS / ACRE,$ / TON
41047,"HAY, ALFALFA, NON-IRRIGATED",1304,1.99,190.00,TONS / ACRE,$ / TON
41061,"BARLEY, NON-IRRIGATED",3670,64.65,4.21,BU / ACRE,$ / BU
53029,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), NON-IRRIGATED",978,1.62,190.25,TONS / ACRE,$ / TON
41013,"HAY, ALFALFA, NON-IRRIGATED",2315,2.37,190.00,TONS / ACRE,$ / TON
06097,OATS,574,56.06,3.57,BU / ACRE,$ / BU
41005,"HAYLAGE, ALFALFA",567,6.89,38.000,TONS / ACRE,$ / TON
16067,"CORN, GRAIN, NON-IRRIGATED",0,160.30,5.24,BU / ACRE,$ / BU
06011,"WHEAT, WINTER",16094,74.30,5.77,BU / ACRE,$ / BU
06077,"WHEAT, WINTER, NON-IRRIGATED",10393,61.01,5.77,BU / ACRE,$ / BU
53063,"HAYLAGE, ALFALFA, IRRIGATED",277,7.94,37.250,TONS / ACRE,$ / TON
16087,"SUGARBEETS, IRRIGATED",1872,34.75,48.40,TONS / ACRE,$ / TON
