commodity,location,year,reported,irrigated_acres,total_acres,total_production,unit
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41053,1997,f,1338,1338,,
LEGUMES,41053,1997,f,193,891,,
"LEGUMES, CLOVER",41053,1997,f,193,891,,
"LEGUMES, CLOVER, RED",41053,1997,f,193,891,,
"LEGUMES, CLOVER, RED, SEED",41053,1997,f,193,891,,
"LEGUMES, CLOVER, RED, SEED",41053,1997,t,193,891,,
MELONS,41053,1997,f,,15,,
"MELONS, CANTALOUP",41053,1997,t,,15,,
"MELONS, CANTALOUP",41053,1997,f,,15,,
MINT,41053,1997,f,2448,2448,,
"MINT, OIL",41053,1997,t,2448,2448,,
"MINT, OIL",41053,1997,f,2448,2448,,
OATS,41053,1997,t,,2358,,
OATS,41053,1997,f,,2358,,
PUMPKINS,41053,1997,t,,1,,
PUMPKINS,41053,1997,f,,1,,
SQUASH,41053,1997,t,,1,,
SQUASH,41053,1997,f,,1,,
STRAWBERRIES,41053,1997,t,,22,,
STRAWBERRIES,41053,1997,f,,22,,
SUGARBEETS,41053,1997,f,130,130,,
"SUGARBEETS, SEED",41053,1997,f,130,130,,
"SUGARBEETS, SEED",41053,1997,t,130,130,,
SWEET CORN,41053,1997,f,,1835,,
SWEET CORN,41053,1997,t,,1835,,
TOMATOES,41053,1997,f,,4,,
"TOMATOES, IN THE OPEN",41053,1997,f,,4,,
"TOMATOES, IN THE OPEN",41053,1997,t,,4,,
VEGETABLE TOTALS,41053,1997,f,2480,2574,,
"VEGETABLE TOTALS, IN THE OPEN",41053,1997,t,2480,2574,,
"VEGETABLE TOTALS, IN THE OPEN",41053,1997,f,2480,2574,,
WHEAT,41053,1997,t,,10113,,
WHEAT,41053,1997,f,,11148,,
"WHEAT, SPRING",41053,1997,f,,1035,,
"WHEAT, SPRING, (EXCL DURUM)",41053,1997,f,,1035,,
"WHEAT, SPRING, (EXCL DURUM)",41053,1997,t,,1035,,
BARLEY,41055,1997,f,213,23851,,
BARLEY,41055,1997,t,213,23851,,
HAY,41055,1997,f,,230,,
"HAY, ALFALFA",41055,1997,t,,230,,
"HAY, ALFALFA",41055,1997,f,,230,,
HORTICULTURE TOTALS,41055,1997,f,95,95,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",41055,1997,f,95,95,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41055,1997,f,95,95,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41055,1997,t,95,95,,
OATS,41055,1997,t,,165,,
OATS,41055,1997,f,,165,,
WHEAT,41055,1997,t,460,104801,,
WHEAT,41055,1997,f,460,115875,,
"WHEAT, SPRING",41055,1997,f,,11074,,
"WHEAT, SPRING, (EXCL DURUM)",41055,1997,t,,11074,,
"WHEAT, SPRING, (EXCL DURUM)",41055,1997,f,,11074,,
BERRY TOTALS,41057,1997,f,,6,,
BERRY TOTALS,41057,1997,t,,6,,
CUT FLOWERS & CUT CULTIVATED GREENS,41057,1997,f,,12,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",41057,1997,t,,12,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",41057,1997,f,,12,,
FLORICULTURE TOTALS,41057,1997,f,,12,,
"FLORICULTURE TOTALS, IN THE OPEN",41057,1997,t,,12,,
"FLORICULTURE TOTALS, IN THE OPEN",41057,1997,f,,12,,
HAY,41057,1997,f,,1261,,
HAYLAGE,41057,1997,t,1566,6552,,
HAYLAGE,41057,1997,f,1566,6552,,
"HAY, TAME",41057,1997,f,,883,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41057,1997,f,,883,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41057,1997,t,,883,,
"HAY, WILD",41057,1997,f,,378,,
"HAY, WILD",41057,1997,t,,378,,
HORTICULTURE TOTALS,41057,1997,f,30,30,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",41057,1997,f,30,30,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41057,1997,t,30,30,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41057,1997,f,30,30,,
NURSERY TOTALS,41057,1997,f,,11,,
"NURSERY TOTALS, IN THE OPEN",41057,1997,f,,11,,
"NURSERY TOTALS, IN THE OPEN",41057,1997,t,,11,,
ASPARAGUS,41059,1997,t,,1053,,
ASPARAGUS,41059,1997,f,,1053,,
BARLEY,41059,1997,f,1143,17874,,
BARLEY,41059,1997,t,1143,17874,,
BEANS,41059,1997,f,416,2760,,
"BEANS, DRY EDIBLE",41059,1997,f,416,1501,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",41059,1997,f,416,1501,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",41059,1997,t,416,1501,,
"BEANS, GREEN",41059,1997,f,,1259,,
"BEANS, GREEN, LIMA",41059,1997,f,,1259,,
"BEANS, GREEN, LIMA",41059,1997,t,,1259,,
BEDDING PLANT TOTALS,41059,1997,f,,5,,
"BEDDING PLANT TOTALS, IN THE OPEN",41059,1997,t,,5,,
"BEDDING PLANT TOTALS, IN THE OPEN",41059,1997,f,,5,,
CANOLA,41059,1997,f,1505,5086,,
CANOLA,41059,1997,t,1505,5086,,
CORN,41059,1997,f,8061,8061,,
"CORN, GRAIN",41059,1997,t,7049,7049,,
"CORN, GRAIN",41059,1997,f,7049,7049,,
"CORN, SILAGE",41059,1997,t,1012,1012,,
"CORN, SILAGE",41059,1997,f,1012,1012,,
FLORICULTURE TOTALS,41059,1997,f,,23,,
"FLORICULTURE TOTALS, IN THE OPEN",41059,1997,t,,23,,
"FLORICULTURE TOTALS, IN THE OPEN",41059,1997,f,,23,,
GARLIC,41059,1997,t,,10,,
GARLIC,41059,1997,f,,10,,
GRASSES,41059,1997,f,6936,8441,,
"GRASSES, BLUEGRASS",41059,1997,f,3442,4212,,
"GRASSES, BLUEGRASS, KENTUCKY",41059,1997,f,3442,4212,,
"GRASSES, BLUEGRASS, KENTUCKY, SEED",41059,1997,f,3442,4212,,
"GRASSES, BLUEGRASS, KENTUCKY, SEED",41059,1997,t,3442,4212,,
"GRASSES, FESCUE",41059,1997,f,1884,2369,,
"GRASSES, FESCUE, SEED",41059,1997,t,1884,2369,,
"GRASSES, FESCUE, SEED",41059,1997,f,1884,2369,,
"GRASSES & LEGUMES, OTHER",41059,1997,f,514,514,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES",41059,1997,f,514,514,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES, OTHER",41059,1997,f,514,514,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES, OTHER, SEED",41059,1997,t,514,514,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES, OTHER, SEED",41059,1997,f,514,514,,
GRASSES & LEGUMES TOTALS,41059,1997,f,,10251,,
"GRASSES & LEGUMES TOTALS, SEED",41059,1997,t,,10251,,
"GRASSES & LEGUMES TOTALS, SEED",41059,1997,f,,10251,,
"GRASSES, RYEGRASS",41059,1997,f,1610,1860,,
"GRASSES, RYEGRASS, SEED",41059,1997,t,1610,1860,,
"GRASSES, RYEGRASS, SEED",41059,1997,f,1610,1860,,
HAY,41059,1997,f,27458,32586,,
"HAY, ALFALFA",41059,1997,t,23438,24258,,
"HAY, ALFALFA",41059,1997,f,23438,24258,,
HAYLAGE,41059,1997,t,236,615,,
HAYLAGE,41059,1997,f,236,615,,
"HAY, SMALL GRAIN",41059,1997,f,982,1727,,
"HAY, SMALL GRAIN",41059,1997,t,982,1727,,
"HAY, TAME",41059,1997,f,2986,6048,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41059,1997,t,2986,6048,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41059,1997,f,2986,6048,,
"HAY, WILD",41059,1997,t,52,553,,
"HAY, WILD",41059,1997,f,52,553,,
HORTICULTURE TOTALS,41059,1997,f,442,442,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",41059,1997,f,442,442,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41059,1997,f,442,442,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41059,1997,t,442,442,,
LEGUMES,41059,1997,f,1115,1115,,
"LEGUMES, ALFALFA",41059,1997,f,1115,1115,,
"LEGUMES, ALFALFA, SEED",41059,1997,t,1115,1115,,
"LEGUMES, ALFALFA, SEED",41059,1997,f,1115,1115,,
LENTILS,41059,1997,t,,615,,
LENTILS,41059,1997,f,,615,,
MELONS,41059,1997,f,,963,,
"MELONS, CANTALOUP",41059,1997,t,,126,,
"MELONS, CANTALOUP",41059,1997,f,,126,,
"MELONS, WATERMELON",41059,1997,t,,837,,
"MELONS, WATERMELON",41059,1997,f,,837,,
MUSTARD,41059,1997,f,,7004,,
"MUSTARD, SEED",41059,1997,t,,7004,,
"MUSTARD, SEED",41059,1997,f,,7004,,
OATS,41059,1997,f,,125,,
OATS,41059,1997,t,,125,,
ONIONS,41059,1997,f,,3914,,
"ONIONS, DRY",41059,1997,f,,3914,,
"ONIONS, DRY",41059,1997,t,,3914,,
PEAS,41059,1997,f,425,31389,,
"PEAS, DRY EDIBLE",41059,1997,t,425,3016,,
"PEAS, DRY EDIBLE",41059,1997,f,425,3016,,
"PEAS, GREEN",41059,1997,f,,28373,,
"PEAS, GREEN, (EXCL SOUTHERN)",41059,1997,t,,28373,,
"PEAS, GREEN, (EXCL SOUTHERN)",41059,1997,f,,28373,,
POTATOES,41059,1997,t,15121,15121,,
POTATOES,41059,1997,f,15121,15121,,
PUMPKINS,41059,1997,t,,74,,
PUMPKINS,41059,1997,f,,74,,
RASPBERRIES,41059,1997,t,,12,,
RASPBERRIES,41059,1997,f,,12,,
STRAWBERRIES,41059,1997,t,,14,,
STRAWBERRIES,41059,1997,f,,14,,
SWEET CORN,41059,1997,t,,2078,,
SWEET CORN,41059,1997,f,,2078,,
TOMATOES,41059,1997,f,,28,,
"TOMATOES, IN THE OPEN",41059,1997,f,,28,,
"TOMATOES, IN THE OPEN",41059,1997,t,,28,,
VEGETABLE TOTALS,41059,1997,f,19528,39896,,
"VEGETABLE TOTALS, IN THE OPEN",41059,1997,f,19528,39896,,
"VEGETABLE TOTALS, IN THE OPEN",41059,1997,t,19528,39896,,
WHEAT,41059,1997,f,31133,296287,,
WHEAT,41059,1997,t,27626,280545,,
"WHEAT, SPRING",41059,1997,f,3507,15742,,
"WHEAT, SPRING, (EXCL DURUM)",41059,1997,t,3507,15742,,
"WHEAT, SPRING, (EXCL DURUM)",41059,1997,f,3507,15742,,
BARLEY,41061,1997,t,1722,8334,,
BARLEY,41061,1997,f,1722,8334,,
BEANS,41061,1997,f,,661,,
"BEANS, DRY EDIBLE",41061,1997,f,,661,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",41061,1997,t,,661,,
"BEANS, DRY EDIBLE, (EXCL LIMA)",41061,1997,f,,661,,
CANOLA,41061,1997,t,,257,,
CANOLA,41061,1997,f,,257,,
GRASSES,41061,1997,f,4761,7391,,
"GRASSES, BLUEGRASS",41061,1997,f,3941,5393,,
"GRASSES, BLUEGRASS, KENTUCKY",41061,1997,f,3941,5393,,
"GRASSES, BLUEGRASS, KENTUCKY, SEED",41061,1997,f,3941,5393,,
"GRASSES, BLUEGRASS, KENTUCKY, SEED",41061,1997,t,3941,5393,,
"GRASSES, FESCUE",41061,1997,f,820,1998,,
"GRASSES, FESCUE, SEED",41061,1997,f,820,1998,,
"GRASSES, FESCUE, SEED",41061,1997,t,820,1998,,
GRASSES & LEGUMES TOTALS,41061,1997,f,,7643,,
"GRASSES & LEGUMES TOTALS, SEED",41061,1997,f,,7643,,
"GRASSES & LEGUMES TOTALS, SEED",41061,1997,t,,7643,,
HAY,41061,1997,f,18940,42201,,
"HAY, ALFALFA",41061,1997,t,12300,26026,,
"HAY, ALFALFA",41061,1997,f,12300,26026,,
HAYLAGE,41061,1997,t,164,599,,
HAYLAGE,41061,1997,f,164,599,,
"HAY, SMALL GRAIN",41061,1997,t,1721,3039,,
"HAY, SMALL GRAIN",41061,1997,f,1721,3039,,
"HAY, TAME",41061,1997,f,1348,5867,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41061,1997,f,1348,5867,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41061,1997,t,1348,5867,,
"HAY, WILD",41061,1997,t,3571,7269,,
"HAY, WILD",41061,1997,f,3571,7269,,
MINT,41061,1997,f,9958,9958,,
"MINT, OIL",41061,1997,t,9958,9958,,
"MINT, OIL",41061,1997,f,9958,9958,,
OATS,41061,1997,t,277,1254,,
OATS,41061,1997,f,277,1254,,
PEAS,41061,1997,f,,468,,
"PEAS, DRY EDIBLE",41061,1997,f,,468,,
"PEAS, DRY EDIBLE",41061,1997,t,,468,,
POTATOES,41061,1997,t,1020,1020,,
POTATOES,41061,1997,f,1020,1020,,
SUGARBEETS,41061,1997,f,1035,1035,,
SUGARBEETS,41061,1997,t,1035,1035,,
WHEAT,41061,1997,t,16470,38440,,
WHEAT,41061,1997,f,20113,46201,,
"WHEAT, SPRING",41061,1997,f,3643,7761,,
"WHEAT, SPRING, (EXCL DURUM)",41061,1997,t,3643,7761,,
"WHEAT, SPRING, (EXCL DURUM)",41061,1997,f,3643,7761,,
BARLEY,41063,1997,t,4497,9420,,
BARLEY,41063,1997,f,4497,9420,,
GRASSES & LEGUMES TOTALS,41063,1997,f,,189,,
"GRASSES & LEGUMES TOTALS, SEED",41063,1997,f,,189,,
"GRASSES & LEGUMES TOTALS, SEED",41063,1997,t,,189,,
HAY,41063,1997,f,22778,30351,,
"HAY, ALFALFA",41063,1997,t,14772,17853,,
"HAY, ALFALFA",41063,1997,f,14772,17853,,
HAYLAGE,41063,1997,t,515,694,,
HAYLAGE,41063,1997,f,515,694,,
"HAY, SMALL GRAIN",41063,1997,t,2842,3655,,
"HAY, SMALL GRAIN",41063,1997,f,2842,3655,,
"HAY, TAME",41063,1997,f,3273,6432,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41063,1997,t,3273,6432,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41063,1997,f,3273,6432,,
"HAY, WILD",41063,1997,t,1891,2411,,
"HAY, WILD",41063,1997,f,1891,2411,,
NURSERY TOTALS,41063,1997,f,,7,,
"NURSERY TOTALS, IN THE OPEN",41063,1997,t,,7,,
"NURSERY TOTALS, IN THE OPEN",41063,1997,f,,7,,
OATS,41063,1997,t,60,560,,
OATS,41063,1997,f,60,560,,
WHEAT,41063,1997,t,5985,14998,,
WHEAT,41063,1997,f,11195,23178,,
"WHEAT, SPRING",41063,1997,f,5210,8180,,
"WHEAT, SPRING, (EXCL DURUM)",41063,1997,t,5210,8180,,
"WHEAT, SPRING, (EXCL DURUM)",41063,1997,f,5210,8180,,
BARLEY,41065,1997,t,143,2283,,
BARLEY,41065,1997,f,143,2283,,
BERRY TOTALS,41065,1997,t,,11,,
BERRY TOTALS,41065,1997,f,,11,,
GRASSES & LEGUMES TOTALS,41065,1997,f,169,169,,
"GRASSES & LEGUMES TOTALS, SEED",41065,1997,t,169,169,,
"GRASSES & LEGUMES TOTALS, SEED",41065,1997,f,169,169,,
HAY,41065,1997,f,6577,10318,,
"HAY, ALFALFA",41065,1997,t,5482,7073,,
"HAY, ALFALFA",41065,1997,f,5482,7073,,
"HAY, SMALL GRAIN",41065,1997,t,,1465,,
"HAY, SMALL GRAIN",41065,1997,f,,1465,,
"HAY, TAME",41065,1997,f,1095,1780,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41065,1997,f,1095,1780,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41065,1997,t,1095,1780,,
HORTICULTURE TOTALS,41065,1997,f,144,144,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",41065,1997,f,144,144,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41065,1997,t,144,144,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41065,1997,f,144,144,,
SWEET CORN,41065,1997,t,,1,,
SWEET CORN,41065,1997,f,,1,,
WHEAT,41065,1997,t,2899,64618,,
WHEAT,41065,1997,f,3317,67130,,
"WHEAT, SPRING",41065,1997,f,418,2512,,
"WHEAT, SPRING, (EXCL DURUM)",41065,1997,f,418,2512,,
"WHEAT, SPRING, (EXCL DURUM)",41065,1997,t,418,2512,,
BARLEY,41067,1997,f,,200,,
BARLEY,41067,1997,t,,200,,
BEANS,41067,1997,f,,1038,,
"BEANS, SNAP",41067,1997,t,,1038,,
"BEANS, SNAP",41067,1997,f,,1038,,
BEDDING PLANT TOTALS,41067,1997,f,,79,,
"BEDDING PLANT TOTALS, IN THE OPEN",41067,1997,t,,79,,
"BEDDING PLANT TOTALS, IN THE OPEN",41067,1997,f,,79,,
BEETS,41067,1997,f,,168,,
BEETS,41067,1997,t,,168,,
BERRY TOTALS,41067,1997,f,,4193,,
BERRY TOTALS,41067,1997,t,,4193,,
BLACKBERRIES,41067,1997,f,,937,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",41067,1997,t,,937,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",41067,1997,f,,937,,
BLUEBERRIES,41067,1997,f,,655,,
"BLUEBERRIES, TAME",41067,1997,t,,655,,
"BLUEBERRIES, TAME",41067,1997,f,,655,,
BOYSENBERRIES,41067,1997,t,,155,,
BOYSENBERRIES,41067,1997,f,,155,,
BROCCOLI,41067,1997,t,,400,,
BROCCOLI,41067,1997,f,,400,,
CORN,41067,1997,f,3065,3512,,
"CORN, SILAGE",41067,1997,t,3065,3512,,
"CORN, SILAGE",41067,1997,f,3065,3512,,
CUCUMBERS,41067,1997,f,,242,,
CUCUMBERS,41067,1997,t,,242,,
CUT FLOWERS & CUT CULTIVATED GREENS,41067,1997,f,,538,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",41067,1997,t,,538,,
"CUT FLOWERS & CUT CULTIVATED GREENS, IN THE OPEN",41067,1997,f,,538,,
EGGPLANT,41067,1997,t,,1,,
EGGPLANT,41067,1997,f,,1,,
"FIELD CROPS, OTHER",41067,1997,f,,86,,
"FIELD CROPS, OTHER, FIELD CROPS",41067,1997,f,,86,,
"FIELD CROPS, OTHER, FIELD CROPS, OTHER",41067,1997,f,,86,,
"FIELD CROPS, OTHER, FIELD CROPS, OTHER",41067,1997,t,,86,,
FLORICULTURE TOTALS,41067,1997,f,,678,,
"FLORICULTURE TOTALS, IN THE OPEN",41067,1997,t,,678,,
"FLORICULTURE TOTALS, IN THE OPEN",41067,1997,f,,678,,
"FLOWERING PLANTS, POTTED",41067,1997,f,,4,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS",41067,1997,f,,4,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED",41067,1997,f,,4,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED, INDOOR USE",41067,1997,f,,4,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED, INDOOR USE, IN THE OPEN",41067,1997,t,,4,,
"FLOWERING PLANTS, POTTED, FLOWERING PLANTS, POTTED, INDOOR USE, IN THE OPEN",41067,1997,f,,4,,
FOLIAGE PLANTS,41067,1997,f,,59,,
"FOLIAGE PLANTS, INDOOR USE",41067,1997,f,,59,,
"FOLIAGE PLANTS, INDOOR USE, IN THE OPEN",41067,1997,f,,59,,
"FOLIAGE PLANTS, INDOOR USE, IN THE OPEN",41067,1997,t,,59,,
GARLIC,41067,1997,f,,13,,
GARLIC,41067,1997,t,,13,,
GRASSES,41067,1997,f,180,8087,,
"GRASSES, FESCUE",41067,1997,f,180,4510,,
"GRASSES, FESCUE, SEED",41067,1997,f,180,4510,,
"GRASSES, FESCUE, SEED",41067,1997,t,180,4510,,
"GRASSES & LEGUMES, OTHER",41067,1997,f,,575,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES",41067,1997,f,,575,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES, OTHER",41067,1997,f,,575,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES, OTHER, SEED",41067,1997,f,,575,,
"GRASSES & LEGUMES, OTHER, GRASSES & LEGUMES, OTHER, SEED",41067,1997,t,,575,,
GRASSES & LEGUMES TOTALS,41067,1997,f,,19490,,
"GRASSES & LEGUMES TOTALS, SEED",41067,1997,t,,19490,,
"GRASSES & LEGUMES TOTALS, SEED",41067,1997,f,,19490,,
"GRASSES, ORCHARDGRASS",41067,1997,f,,273,,
"GRASSES, ORCHARDGRASS, SEED",41067,1997,f,,273,,
"GRASSES, ORCHARDGRASS, SEED",41067,1997,t,,273,,
"GRASSES, RYEGRASS",41067,1997,f,,3304,,
"GRASSES, RYEGRASS, SEED",41067,1997,f,,3304,,
"GRASSES, RYEGRASS, SEED",41067,1997,t,,3304,,
HAY,41067,1997,f,1936,12938,,
"HAY, ALFALFA",41067,1997,t,838,1736,,
"HAY, ALFALFA",41067,1997,f,838,1736,,
HAYLAGE,41067,1997,t,410,2525,,
HAYLAGE,41067,1997,f,410,2525,,
"HAY, SMALL GRAIN",41067,1997,t,87,1596,,
"HAY, SMALL GRAIN",41067,1997,f,87,1596,,
"HAY, TAME",41067,1997,f,956,7969,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41067,1997,t,956,7969,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41067,1997,f,956,7969,,
"HAY, WILD",41067,1997,t,55,1637,,
"HAY, WILD",41067,1997,f,55,1637,,
HERBS,41067,1997,f,,4,,
"HERBS, FRESH CUT",41067,1997,f,,4,,
"HERBS, FRESH CUT",41067,1997,t,,4,,
HORTICULTURE TOTALS,41067,1997,f,4207,4207,,
"HORTICULTURE TOTALS, (EXCL CUT TREES)",41067,1997,f,4207,4207,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41067,1997,t,4207,4207,,
"HORTICULTURE TOTALS, (EXCL CUT TREES), IN THE OPEN",41067,1997,f,4207,4207,,
LEGUMES,41067,1997,f,1641,10617,,
"LEGUMES, CLOVER",41067,1997,f,1641,10367,,
"LEGUMES, CLOVER, CRIMSON",41067,1997,f,,4181,,
"LEGUMES, CLOVER, CRIMSON, SEED",41067,1997,t,,4181,,
"LEGUMES, CLOVER, CRIMSON, SEED",41067,1997,f,,4181,,
"LEGUMES, CLOVER, RED",41067,1997,f,1641,6186,,
"LEGUMES, CLOVER, RED, SEED",41067,1997,t,1641,6186,,
"LEGUMES, CLOVER, RED, SEED",41067,1997,f,1641,6186,,
"LEGUMES, VETCH",41067,1997,f,,250,,
"LEGUMES, VETCH, SEED",41067,1997,t,,250,,
"LEGUMES, VETCH, SEED",41067,1997,f,,250,,
LETTUCE,41067,1997,t,,5,,
LETTUCE,41067,1997,f,,5,,
MELONS,41067,1997,f,,4,,
"MELONS, CANTALOUP",41067,1997,t,,2,,
"MELONS, CANTALOUP",41067,1997,f,,2,,
"MELONS, WATERMELON",41067,1997,f,,2,,
"MELONS, WATERMELON",41067,1997,t,,2,,
NURSERY TOTALS,41067,1997,f,,4176,,
"NURSERY TOTALS, IN THE OPEN",41067,1997,f,,4176,,
"NURSERY TOTALS, IN THE OPEN",41067,1997,t,,4176,,
OATS,41067,1997,t,215,5554,,
OATS,41067,1997,f,215,5554,,
ONIONS,41067,1997,f,,196,,
"ONIONS, DRY",41067,1997,f,,196,,
"ONIONS, DRY",41067,1997,t,,196,,
PEAS,41067,1997,f,,840,,
"PEAS, GREEN",41067,1997,f,,840,,
"PEAS, GREEN, (EXCL SOUTHERN)",41067,1997,t,,840,,
"PEAS, GREEN, (EXCL SOUTHERN)",41067,1997,f,,840,,
PUMPKINS,41067,1997,f,,70,,
PUMPKINS,41067,1997,t,,70,,
RASPBERRIES,41067,1997,t,,1155,,
RASPBERRIES,41067,1997,f,,1155,,
RHUBARB,41067,1997,t,,72,,
RHUBARB,41067,1997,f,,72,,
SQUASH,41067,1997,t,,84,,
SQUASH,41067,1997,f,,84,,
STRAWBERRIES,41067,1997,t,,1288,,
STRAWBERRIES,41067,1997,f,,1288,,
SWEET CORN,41067,1997,t,,5200,,
SWEET CORN,41067,1997,f,,5200,,
TOMATOES,41067,1997,f,,28,,
"TOMATOES, IN THE OPEN",41067,1997,t,,28,,
"TOMATOES, IN THE OPEN",41067,1997,f,,28,,
"VEGETABLES, OTHER",41067,1997,f,,6,,
"VEGETABLES, OTHER, VEGETABLES",41067,1997,f,,6,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",41067,1997,t,,6,,
"VEGETABLES, OTHER, VEGETABLES, OTHER",41067,1997,f,,6,,
VEGETABLE TOTALS,41067,1997,f,7739,8543,,
"VEGETABLE TOTALS, IN THE OPEN",41067,1997,f,7739,8543,,
"VEGETABLE TOTALS, IN THE OPEN",41067,1997,t,7739,8543,,
WHEAT,41067,1997,t,643,17848,,
WHEAT,41067,1997,f,1008,20519,,
"WHEAT, SPRING",41067,1997,f,365,2671,,
"WHEAT, SPRING, (EXCL DURUM)",41067,1997,t,365,2671,,
"WHEAT, SPRING, (EXCL DURUM)",41067,1997,f,365,2671,,
BARLEY,41069,1997,f,,61,,
BARLEY,41069,1997,t,,61,,
HAY,41069,1997,f,5654,11845,,
"HAY, ALFALFA",41069,1997,f,2681,5490,,
"HAY, ALFALFA",41069,1997,t,2681,5490,,
"HAY, SMALL GRAIN",41069,1997,t,,2099,,
"HAY, SMALL GRAIN",41069,1997,f,,2099,,
"HAY, TAME",41069,1997,f,1272,2555,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41069,1997,t,1272,2555,,
"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN)",41069,1997,f,1272,2555,,
"HAY, WILD",41069,1997,t,1701,1701,,
"HAY, WILD",41069,1997,f,1701,1701,,
BARLEY,41071,1997,f,,388,,
BARLEY,41071,1997,t,,388,,
BEANS,41071,1997,f,,2058,,
"BEANS, SNAP",41071,1997,t,,2058,,
"BEANS, SNAP",41071,1997,f,,2058,,
BEDDING PLANT TOTALS,41071,1997,f,,48,,
"BEDDING PLANT TOTALS, IN THE OPEN",41071,1997,t,,48,,
"BEDDING PLANT TOTALS, IN THE OPEN",41071,1997,f,,48,,
BEETS,41071,1997,t,,176,,
BEETS,41071,1997,f,,176,,
"BERRIES, OTHER",41071,1997,f,,11,,
"BERRIES, OTHER, BERRIES",41071,1997,f,,11,,
"BERRIES, OTHER, BERRIES, OTHER",41071,1997,t,,11,,
"BERRIES, OTHER, BERRIES, OTHER",41071,1997,f,,11,,
BERRY TOTALS,41071,1997,t,,1092,,
BERRY TOTALS,41071,1997,f,,1092,,
BLACKBERRIES,41071,1997,f,,180,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",41071,1997,t,,180,,
"BLACKBERRIES, INCL DEWBERRIES & MARIONBERRIES",41071,1997,f,,180,,
BLUEBERRIES,41071,1997,f,,350,,
"BLUEBERRIES, TAME",41071,1997,t,,350,,
"BLUEBERRIES, TAME",41071,1997,f,,350,,
BOYSENBERRIES,41071,1997,f,,153,,
BOYSENBERRIES,41071,1997,t,,153,,
BROCCOLI,41071,1997,t,,308,,
BROCCOLI,41071,1997,f,,308,,
CORN,41071,1997,f,2162,2173,,
"CORN, SILAGE",41071,1997,t,2162,2173,,
"CORN, SILAGE",41071,1997,f,2162,2173,,
CURRANTS,41071,1997,t,,10,,
CURRANTS,41071,1997,f,,10,,
CUT FLOWERS & CUT CULTIVATED GREENS,41071,1997,f,,77,,
